CERTIFICATION_ID,EMPLOYEE_ID,CERTIFICATION_NAME,ISSUING_ORGANIZATION,CERTIFICATION_CATEGORY,CERTIFICATION_DATE,EXPIRY_DATE,CERTIFICATION_STATUS,CREDENTIAL_ID,VERIFICATION_URL,COST_COVERED_BY,CREATED_AT
,1522,PMP,PMI,Project Management,2024-12-10,2027-12-10,Active,CRED-522002,https://verify.example.com/522002,Company,
,1523,SnowPro Advanced Architect,Snowflake,Cloud Platform,2025-03-22,2027-03-22,Active,CRED-523001,https://verify.example.com/523001,Company,
,1523,dbt Analytics Engineering,dbt Labs,Data Engineering,2025-08-15,2027-08-15,Active,CRED-523002,https://verify.example.com/523002,Company,
,1523,Informatica PowerCenter,Informatica,Data Integration,2024-06-10,2026-06-10,Active,CRED-523003,https://verify.example.com/523003,Self,
,1524,Databricks Machine Learning Professional,Databricks,AI/ML,2025-05-10,2027-05-10,Active,CRED-524001,https://verify.example.com/524001,Company,
,1524,SnowPro Core,Snowflake,Cloud Platform,2025-09-18,2027-09-18,Active,CRED-524002,https://verify.example.com/524002,Company,
,1519,Azure Data Factory Certification,Microsoft,Data Integration,2025-04-15,2027-04-15,Active,CRED-ADF001,https://verify.example.com/adf001,Company,
,1513,Azure Data Factory Certification,Microsoft,Data Integration,2025-06-20,2027-06-20,Active,CRED-ADF002,https://verify.example.com/adf002,Company,
,1517,Azure Data Factory Certification,Microsoft,Data Integration,2025-08-10,2027-08-10,Active,CRED-ADF003,https://verify.example.com/adf003,Self,
,1523,Azure Data Factory Certification,Microsoft,Data Integration,2025-03-25,2027-03-25,Active,CRED-ADF004,https://verify.example.com/adf004,Company,
,1362,Azure Data Factory Certification,Microsoft,Data Integration,2025-09-15,2027-09-15,Active,CRED-ADF005,https://verify.example.com/adf005,Company,
,1145,Azure Data Factory Certification,Microsoft,Data Integration,2025-07-05,2027-07-05,Active,CRED-ADF006,https://verify.example.com/adf006,Self,
,1525,PMP,PMI,Project Management,2025-02-15,2028-02-15,Active,CRED-PM001,https://verify.example.com/pm001,Company,
,1525,SnowPro Core,Snowflake,Cloud Platform,2025-06-10,2027-06-10,Active,CRED-PM002,https://verify.example.com/pm002,Company,
,1526,PMP,PMI,Project Management,2025-04-20,2028-04-20,Active,CRED-PM003,https://verify.example.com/pm003,Company,
,1526,Scrum Master CSM,Scrum Alliance,Agile,2025-01-08,2027-01-08,Active,CRED-PM004,https://verify.example.com/pm004,Self,
,1527,PMP,PMI,Project Management,2024-11-15,2027-11-15,Active,CRED-PM005,https://verify.example.com/pm005,Company,
,1527,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-03-22,2027-03-22,Active,CRED-PM006,https://verify.example.com/pm006,Company,
,1528,Scrum Master CSM,Scrum Alliance,Agile,2025-05-10,2027-05-10,Active,CRED-PM007,https://verify.example.com/pm007,Company,
,1529,PMP,PMI,Project Management,2024-06-20,2027-06-20,Active,CRED-PM008,https://verify.example.com/pm008,Company,
,1529,SnowPro Advanced Architect,Snowflake,Cloud Platform,2025-08-15,2027-08-15,Active,CRED-PM009,https://verify.example.com/pm009,Company,
,1529,Scrum Master CSM,Scrum Alliance,Agile,2025-01-25,2027-01-25,Active,CRED-PM010,https://verify.example.com/pm010,Self,
,1530,PMP,PMI,Project Management,2024-03-10,2027-03-10,Active,CRED-PM011,https://verify.example.com/pm011,Company,
,1530,Databricks Machine Learning Professional,Databricks,AI/ML,2025-07-05,2027-07-05,Active,CRED-PM012,https://verify.example.com/pm012,Company,
,1531,PMP,PMI,Project Management,2024-09-18,2027-09-18,Active,CRED-PM013,https://verify.example.com/pm013,Company,
,1531,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2025-04-12,2027-04-12,Active,CRED-PM014,https://verify.example.com/pm014,Company,
,1531,Azure Data Factory Certification,Microsoft,Data Integration,2025-06-28,2027-06-28,Active,CRED-PM015,https://verify.example.com/pm015,Self,
,1532,PMP,PMI,Project Management,2024-07-22,2027-07-22,Active,CRED-PM016,https://verify.example.com/pm016,Company,
,1532,GCP Cloud Architect,Google,Cloud Platform,2025-02-18,2027-02-18,Active,CRED-PM017,https://verify.example.com/pm017,Company,
,1000,Certified Data Modeler (CDM),DAMA International,Data Engineering,2024-06-15,2027-06-15,Active,CDM-2024-1000,https://dama.org/verify/CDM-2024-1000,Company,
,1007,Data Modeling Associate,Snowflake,Data Engineering,2025-01-10,2027-01-10,Active,SFC-DMA-1007,https://achieve.snowflake.com/verify/SFC-DMA-1007,Company,
,1010,Certified Data Modeler (CDM),DAMA International,Data Engineering,2023-09-20,2026-09-20,Active,CDM-2023-1010,https://dama.org/verify/CDM-2023-1010,Self,
,1000,SnowPro Core Certification,Snowflake,Cloud,2025-06-15,2027-06-15,Active,SPC-2025-1000,https://achieve.snowflake.com/verify/SPC-2025-1000,Company,
,1018,SnowPro Advanced: Data Engineer,Snowflake,Cloud,2025-03-10,2027-03-10,Active,SPADE-2025-1018,https://achieve.snowflake.com/verify/SPADE-2025-1018,Company,
,1026,SnowPro Advanced: Architect,Snowflake,Cloud,2024-11-20,2026-11-20,Active,SPAA-2024-1026,https://achieve.snowflake.com/verify/SPAA-2024-1026,Company,
,1002,SnowPro Core Certification,Snowflake,Cloud,2025-09-05,2027-09-05,Active,SPC-2025-1002,https://achieve.snowflake.com/verify/SPC-2025-1002,Company,
,1005,SnowPro Core Certification,Snowflake,Cloud,2025-01-20,2027-01-20,Active,SPC-2025-1005,https://achieve.snowflake.com/verify/SPC-2025-1005,Self,
,1010,SnowPro Advanced: Data Engineer,Snowflake,Cloud,2025-08-15,2027-08-15,Active,SPADE-2025-1010,https://achieve.snowflake.com/verify/SPADE-2025-1010,Company,
,1007,dbt Analytics Engineering Certification,dbt Labs,Data Engineering,2025-04-10,2027-04-10,Active,DBT-AE-2025-1007,https://www.getdbt.com/certifications/verify/DBT-AE-2025-1007,Company,
,1013,AWS Certified Data Engineer Associate,AWS,Cloud,2025-07-22,2028-07-22,Active,AWS-DEA-2025-1013,https://aws.amazon.com/verification/AWS-DEA-2025-1013,Company,
,1020,Azure Data Engineer Associate,Microsoft,Cloud,2025-05-18,2027-05-18,Active,AZ-DE-2025-1020,https://learn.microsoft.com/verify/AZ-DE-2025-1020,Self,
