MARGIN_ID,EMPLOYEE_ID,PROJECT_NAME,CLIENT_NAME,BILLING_START_DATE,BILLING_END_DATE,BILLING_RATE_PER_HOUR,COST_RATE_PER_HOUR,MARGIN_AMOUNT_PER_HOUR,MARGIN_PERCENTAGE,MONTHLY_BILLED_HOURS,MONTHLY_REVENUE,MONTHLY_COST,MONTHLY_MARGIN,BILLING_TYPE,CURRENCY,ENGAGEMENT_TYPE,IS_ACTIVE,CREATED_AT
1513,1036,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 03:42:49.466
1514,1000,City BBQ,City BBQ,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 03:42:49.466
1515,1523,PTR,PTR,2026-03-23,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-23 04:52:03.762
1516,1036,PTR,PTR,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 04:52:03.762
1517,1260,PTR,PTR,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 04:52:03.762
1518,1530,PTR,PTR,2026-03-23,,140.00,53.20,86.80,62.00,160.0,22400.00,8512.00,13888.00,Time & Material,USD,Consulting,true,2026-03-23 04:52:03.762
1519,1523,PTR1,PTR1,2026-03-23,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-23 05:17:36.537
1520,1304,PTR1,PTR1,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 05:17:36.537
1521,1306,PTR1,PTR1,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 05:17:36.537
1522,1529,PTR1,PTR1,2026-03-23,,140.00,53.20,86.80,62.00,160.0,22400.00,8512.00,13888.00,Time & Material,USD,Consulting,true,2026-03-23 05:17:36.537
1523,1110,abc,abc,2026-03-23,,160.00,60.80,99.20,62.00,160.0,25600.00,9728.00,15872.00,Time & Material,USD,Consulting,true,2026-03-23 10:08:06.902
1524,1498,abc,abc,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 10:08:06.902
1525,1049,abc,abc,2026-03-23,,120.00,45.60,74.40,62.00,160.0,19200.00,7296.00,11904.00,Time & Material,USD,Consulting,true,2026-03-23 10:08:06.902
